Date,Open,High,Low,Close,Volume,Adj Close
2012-01-04,113.65,114.0,111.92,112.01,1724100,95.23
2012-01-05,111.16,111.45,109.32,110.84,2247000,94.24
2012-01-06,110.9,111.19,106.72,106.94,3059100,90.92
2012-01-09,107.38,108.0,105.88,106.64,1567700,90.67
2012-01-10,109.16,109.3,106.84,107.53,1698500,91.42
2012-01-11,107.0,112.16,106.93,111.89,2586300,95.13
2012-01-12,106.98,110.94,104.62,109.8,6974000,93.35
2012-01-13,108.32,110.33,107.29,107.85,2641400,91.69
2012-01-17,110.46,113.68,110.36,111.9,3459400,95.14
2012-01-18,112.27,117.2,112.0,116.81,2978200,99.31
2012-01-19,118.63,119.08,116.0,117.35,2153600,99.77
2012-01-20,117.27,117.76,115.18,115.47,1518800,98.17
2012-01-23,115.79,119.57,115.64,117.27,2491300,99.7
2012-01-24,116.78,119.31,115.76,118.47,2498200,100.72
2012-01-25,118.54,121.17,117.47,120.42,2404200,102.38
2012-01-26,121.49,123.27,118.35,119.15,2380200,101.3
2012-01-27,119.0,120.0,118.13,119.07,1412000,101.23
2012-01-30,116.33,116.57,112.16,115.41,2890700,98.12
2012-01-31,117.1,117.65,114.87,115.23,1639200,97.97
2012-02-01,117.34,118.84,115.82,117.75,3266400,100.11
2012-02-02,118.53,120.81,117.1,120.78,4245900,102.69
2012-02-03,117.01,117.23,114.39,114.98,7266100,97.76
2012-02-06,114.44,114.87,112.05,112.83,3306100,95.93
2012-02-07,112.5,114.45,112.5,112.67,2191200,95.79
2012-02-08,113.26,114.66,112.71,114.64,2330200,97.47
2012-02-09,115.17,115.3,113.21,113.59,2144400,96.57
2012-02-10,112.5,114.21,112.02,113.2,1608600,96.24
2012-02-13,113.24,113.25,110.0,110.56,3733800,94.0
2012-02-14,109.8,111.85,109.18,111.16,2115800,94.94
2012-02-15,111.48,112.74,111.06,111.41,2250300,95.15
2012-02-16,111.58,112.9,110.63,112.67,1680100,96.23
2012-02-17,114.2,114.84,112.45,112.69,2115100,96.24
2012-02-21,118.65,121.58,117.99,119.4,8347500,101.98
2012-02-22,118.51,120.15,117.19,117.74,2340900,100.56
2012-02-23,117.68,118.13,115.79,116.34,1894300,99.36
2012-02-24,116.94,119.49,116.8,118.1,2087200,100.87
2012-02-27,117.41,117.6,116.33,116.52,1933600,99.52
2012-02-28,116.38,117.16,115.09,115.09,3111800,98.29
2012-02-29,116.5,119.84,116.05,118.54,4508300,101.24
2012-03-01,120.0,123.38,119.62,122.06,4312800,104.25
2012-03-02,124.2,132.59,123.21,127.27,14143200,108.7
2012-03-05,126.55,127.96,122.32,122.75,3160200,104.84
2012-03-06,119.97,120.74,118.6,119.38,2390700,101.96
2012-03-07,121.27,123.35,121.21,122.27,2290800,104.43
2012-03-08,123.81,124.26,122.5,123.39,2101400,105.38
2012-03-09,123.28,123.97,120.26,120.79,2055900,103.16
2012-03-12,121.11,122.57,120.09,121.07,1851200,103.4
2012-03-13,124.65,126.23,124.02,125.33,2989600,107.04
2012-03-14,125.74,126.54,125.18,126.08,1716300,107.68
2012-03-15,125.4,128.83,125.36,128.0,1977300,109.32
2012-03-16,128.2,129.0,126.33,126.96,1859600,108.43
2012-03-19,126.58,130.71,126.58,129.29,1986800,110.42
2012-03-20,128.03,128.68,126.04,128.01,1818000,109.33
2012-03-21,128.21,129.95,127.7,128.87,1660100,110.06
2012-03-22,128.0,129.85,125.97,126.81,1356000,108.3
2012-03-23,127.19,127.41,125.85,126.57,1092600,108.1
2012-03-26,127.68,131.2,127.52,130.0,2763100,111.03
2012-03-27,129.79,130.46,128.66,128.81,1551400,110.01
2012-03-28,128.9,129.01,124.39,126.25,2171000,107.83
2012-03-29,124.97,125.42,122.86,124.93,1521500,106.7
2012-03-30,126.03,126.57,123.77,124.88,1290000,106.66
2012-04-02,124.73,127.69,124.26,125.48,1447400,107.17
2012-04-03,125.34,127.1,125.03,125.68,1019100,107.34
2012-04-04,124.15,125.16,123.41,123.76,1193600,105.7
2012-04-05,123.45,126.38,123.45,125.94,1049700,107.56
2012-04-09,123.38,125.0,122.82,124.22,1590600,106.09
2012-04-10,124.56,125.95,120.75,122.1,2226400,104.28
2012-04-11,123.69,126.33,123.6,124.28,1954900,106.14
2012-04-12,124.92,127.86,124.66,126.28,2347400,107.85
2012-04-13,125.39,126.75,124.18,125.48,1047400,107.17
2012-04-16,125.44,125.65,123.18,123.37,1370700,105.37
2012-04-17,124.46,125.55,123.4,124.77,1746300,106.56
2012-04-18,128.74,132.47,128.48,130.28,3983100,111.27
2012-04-19,130.75,131.85,129.05,129.55,1800100,110.64
2012-04-20,130.82,130.82,128.87,128.99,1565200,110.17
2012-04-23,127.38,127.38,124.72,125.25,1842800,106.97
2012-04-24,124.91,125.93,124.18,124.71,1122800,106.51
2012-04-25,127.65,129.18,125.84,128.9,2836900,110.09
2012-04-26,130.09,134.3,127.9,134.13,3566100,114.56
2012-04-27,134.48,136.63,133.87,135.04,2071000,115.33
2012-04-30,134.56,135.36,130.5,133.4,1838900,113.93
2012-05-01,132.8,135.88,132.49,134.71,1539800,115.05
2012-05-02,138.0,138.28,133.52,133.65,3921400,114.15
2012-05-03,133.79,134.26,129.87,130.55,1738100,111.5
2012-05-04,128.67,129.55,126.94,127.4,2222200,108.81
2012-05-07,126.18,127.59,124.75,125.19,2977800,106.92
2012-05-08,123.24,123.25,116.35,119.23,4635900,101.83
2012-05-09,116.94,117.77,113.95,115.37,3320000,98.53
2012-05-10,117.02,117.25,113.21,113.25,2441700,96.72
2012-05-11,112.44,115.38,111.55,112.9,2461400,96.42
2012-05-14,111.01,111.19,107.94,108.09,3214500,92.32
2012-05-15,108.2,109.28,106.19,106.45,2604800,90.92
2012-05-16,107.14,108.35,104.81,105.06,2356700,89.73
2012-05-17,104.85,106.02,101.26,101.54,2591500,87.14
2012-05-18,102.03,106.68,101.39,101.94,3067900,87.48
2012-05-21,102.43,104.34,98.26,104.17,3241300,89.39
2012-05-22,103.89,105.3,101.72,103.15,2241600,88.52
2012-05-23,102.22,104.12,101.01,103.66,1921500,88.96
2012-05-24,104.66,105.46,102.1,103.23,1594400,88.59
2012-05-25,103.05,104.4,101.5,102.04,1382600,87.57
2012-05-29,103.56,105.8,103.23,104.61,1495000,89.77
2012-05-30,105.74,106.14,103.08,104.55,2835700,89.72
2012-05-31,104.09,104.46,100.17,103.04,2818400,88.42
2012-06-01,99.8,100.56,96.52,97.38,3345700,83.57
2012-06-04,97.15,98.7,95.82,98.17,2625300,84.24
2012-06-05,97.38,101.3,97.0,100.99,2906800,86.66
2012-06-06,102.32,104.69,102.11,103.91,2041300,89.17
2012-06-07,105.88,107.0,102.31,102.64,1811400,88.08
2012-06-08,101.94,104.38,100.99,104.21,1300200,89.43
2012-06-11,105.16,105.65,99.4,99.53,3226400,85.41
2012-06-12,101.28,101.7,99.4,101.47,2621400,87.08
2012-06-13,100.72,102.27,99.96,100.2,1863400,85.99
2012-06-14,98.9,101.12,98.24,100.49,1989900,86.24
2012-06-15,99.99,100.56,99.07,99.53,1832900,85.41
2012-06-18,98.9,101.0,98.01,100.33,1715000,86.1
2012-06-19,100.74,105.08,100.74,104.52,2136600,89.69
2012-06-20,105.36,105.45,103.0,104.89,1554800,90.01
2012-06-21,105.16,107.57,101.95,102.05,2992300,87.57
2012-06-22,102.63,104.14,101.84,103.32,2405300,88.66
2012-06-25,101.18,102.74,101.0,102.06,1691500,87.58
2012-06-26,101.69,102.93,100.45,102.04,2042200,87.57
2012-06-27,102.78,103.66,101.96,102.4,1849900,87.87
2012-06-28,101.7,103.24,100.4,102.01,1792800,87.54
2012-06-29,104.28,105.0,102.89,103.72,2247800,89.01
2012-07-02,102.6,104.57,101.59,102.15,1939100,87.66
2012-07-03,101.98,102.7,100.67,101.55,1349600,87.15
2012-07-05,100.98,102.3,98.44,101.82,2831500,87.38
2012-07-06,100.88,101.0,99.03,100.69,2384600,86.41
2012-07-09,99.89,101.19,99.25,100.01,2237400,85.82
2012-07-10,100.6,101.69,99.47,100.23,2682800,86.01
2012-07-11,99.95,102.98,99.43,100.64,2214700,86.36
2012-07-12,99.56,100.26,96.46,96.75,2807400,83.03
2012-07-13,96.83,97.0,95.1,96.22,2589100,82.57
2012-07-16,96.03,97.7,95.33,96.44,2089100,82.76
2012-07-17,97.45,98.27,95.58,97.36,2317100,83.55
2012-07-18,96.25,100.94,94.52,96.29,5188500,82.63
2012-07-19,96.54,100.13,95.87,99.66,2236400,85.52
2012-07-20,98.58,99.94,97.23,97.31,1855500,83.51
2012-07-23,95.34,95.5,94.0,95.02,1857200,81.54
2012-07-24,95.68,95.99,92.02,93.0,2659300,79.81
2012-07-25,93.2,94.0,91.58,92.79,1725000,79.63
2012-07-26,93.27,93.43,90.11,93.1,3254500,79.89
2012-07-27,93.41,94.85,93.17,94.61,2010500,81.63
2012-07-30,94.42,96.57,93.7,94.55,1818200,81.58
2012-07-31,94.29,94.91,93.0,93.75,1430600,80.89
2012-08-01,95.39,95.87,94.11,95.3,1749100,82.22
2012-08-02,94.04,95.98,92.56,93.53,1804500,80.7
2012-08-03,95.15,96.38,95.01,95.56,1473600,82.45
2012-08-06,95.98,98.63,94.84,97.8,1551600,84.38
2012-08-07,99.39,104.0,98.81,102.64,3456600,88.56
2012-08-08,101.81,102.98,101.54,102.71,1353800,88.62
2012-08-09,102.34,103.14,101.3,101.53,1004200,87.6
2012-08-10,101.0,101.98,99.87,101.83,1254300,87.86
2012-08-13,100.91,101.75,99.55,100.13,1001800,86.39
2012-08-14,101.04,101.34,99.32,99.54,911200,85.88
2012-08-15,99.36,100.5,99.09,100.21,802100,86.46
2012-08-16,100.69,104.78,100.4,104.24,2194400,89.94
2012-08-17,104.78,105.38,103.71,104.8,1208900,90.42
2012-08-20,108.1,110.0,105.25,105.6,1930800,91.11
2012-08-21,105.65,107.5,104.84,105.41,1615800,90.95
2012-08-22,105.36,107.1,104.84,105.8,1453700,91.28
2012-08-23,106.11,106.7,105.11,105.15,1111000,90.72
2012-08-24,104.53,105.61,103.48,105.33,1287500,90.88
2012-08-27,106.13,106.3,104.51,105.47,1183800,91.0
2012-08-28,105.0,105.95,104.32,105.23,1129000,90.79
2012-08-29,105.25,105.68,103.65,104.92,1228400,90.52
2012-08-30,104.52,104.52,102.36,102.85,1028700,88.74
2012-08-31,103.8,105.05,102.84,103.17,970600,89.01
2012-09-04,102.6,102.89,100.38,100.72,1817200,86.9
2012-09-05,100.58,101.14,99.32,99.61,1580500,85.94
2012-09-06,100.78,102.25,100.47,101.55,2193300,87.62
2012-09-07,102.0,103.85,101.71,102.74,2416700,88.64
2012-09-10,104.1,104.5,102.76,103.09,1668700,88.94
2012-09-11,102.4,105.21,102.29,104.8,1452300,90.42
2012-09-12,105.7,107.82,105.68,107.45,2451600,92.71
2012-09-13,106.75,110.42,106.49,110.02,1766800,94.92
2012-09-14,110.95,114.5,110.8,113.02,3451700,97.51
2012-09-17,114.16,115.19,111.95,112.47,1439500,97.04
2012-09-18,112.39,113.44,111.66,112.73,1100600,97.26
2012-09-19,113.25,116.39,112.77,115.69,2458500,99.82
2012-09-20,114.43,114.97,113.0,114.9,1347200,99.13
2012-09-21,115.5,115.5,113.42,114.37,2378600,98.68
2012-09-24,113.45,114.78,113.11,114.07,1052800,98.42
2012-09-25,115.48,116.47,113.53,113.93,1876700,98.3
2012-09-26,113.91,114.73,111.9,113.71,1079400,98.11
2012-09-27,114.21,116.22,113.3,115.43,1535400,99.59
2012-09-28,114.8,116.1,114.14,115.44,1074400,99.6
2012-10-01,116.0,117.82,114.98,115.58,1386600,99.72
2012-10-02,116.41,116.41,113.45,114.61,1415800,98.88
2012-10-03,115.16,115.75,114.09,114.87,734000,99.11
2012-10-04,113.87,114.8,111.87,114.02,1702200,98.37
2012-10-05,115.13,115.88,113.14,113.81,2176100,98.19
2012-10-08,113.26,113.64,112.0,112.68,1026300,97.22
2012-10-09,112.77,114.13,110.93,111.78,1170100,96.44
2012-10-10,112.16,113.21,109.95,111.02,1098800,95.79
2012-10-11,112.02,112.86,111.15,112.46,1085400,97.03
2012-10-12,113.41,114.98,113.0,113.81,1163300,98.19
2012-10-15,113.89,116.5,113.53,116.25,1209600,100.3
2012-10-16,116.89,118.98,116.32,117.8,1764000,101.64
2012-10-17,117.82,119.29,116.81,118.95,1220400,102.63
2012-10-18,119.06,119.5,117.36,118.3,1321800,102.07
2012-10-19,117.9,117.9,114.79,115.62,1636600,99.75
2012-10-22,114.22,116.49,114.22,115.46,1027000,99.62
2012-10-23,114.1,114.79,113.25,114.38,1154400,98.69
2012-10-24,114.04,116.0,111.82,112.29,1917300,96.88
2012-10-25,118.13,121.0,117.63,120.43,5253900,103.9
2012-10-26,121.5,121.54,118.07,118.97,3151400,102.65
2012-10-31,119.18,121.4,118.11,121.06,3376300,104.45
2012-11-01,121.24,123.64,118.77,122.9,2106400,106.04
2012-11-02,123.46,123.54,120.48,120.8,1831400,104.22
2012-11-05,114.0,114.48,110.8,111.52,2148500,103.04
2012-11-06,112.11,112.75,110.52,112.21,1673300,103.68
2012-11-07,111.09,112.18,109.77,111.03,1553700,102.59
2012-11-08,110.61,111.55,108.71,109.25,1672800,100.94
2012-11-09,108.46,109.87,108.23,108.35,1574800,100.11
2012-11-12,108.67,109.15,106.66,107.42,1139300,99.25
2012-11-13,106.96,108.48,105.58,106.93,1747700,98.8
2012-11-14,107.67,107.71,104.05,104.56,2096300,96.61
2012-11-15,104.31,105.61,103.34,104.55,1460400,96.6
2012-11-16,107.61,109.41,103.88,104.33,2013700,96.4
2012-11-19,106.11,107.3,104.92,105.79,1338100,97.75
2012-11-20,106.38,107.48,105.57,106.87,956700,98.75
2012-11-21,106.61,108.29,106.61,108.03,1000600,99.82
2012-11-23,108.77,109.42,107.93,109.33,554800,101.02
2012-11-26,108.98,109.18,106.63,107.57,1190500,99.39
2012-11-27,107.14,109.49,107.14,108.26,1017900,100.03
2012-11-28,108.8,111.86,107.84,111.69,2747200,103.2
2012-11-29,112.0,113.36,110.5,112.03,1337500,103.51
2012-11-30,112.1,112.73,111.32,112.4,958400,103.85
2012-12-03,112.97,115.69,112.97,113.4,1393800,104.78
2012-12-04,108.85,110.62,107.5,110.12,2986400,101.75
2012-12-05,110.11,110.74,109.02,109.94,1565900,101.58
2012-12-06,110.0,111.74,109.75,111.45,1018400,102.98
2012-12-07,111.75,112.63,109.13,110.26,1108500,101.88
2012-12-10,110.39,110.49,108.92,110.04,959600,101.67
2012-12-11,111.25,111.75,109.28,109.8,1593900,101.45
2012-12-12,110.82,114.45,110.27,113.46,2570500,104.83
2012-12-13,113.37,115.16,113.16,114.22,1115000,105.54
2012-12-14,112.24,114.92,111.99,113.75,1296700,105.1
2012-12-17,114.28,114.59,112.45,113.69,957300,105.05
2012-12-18,113.8,115.01,113.02,113.95,2637800,105.29
2012-12-19,113.95,115.67,113.03,113.64,1056500,105.0
2012-12-20,114.16,114.75,113.14,114.28,620300,105.59
2012-12-21,112.96,113.64,112.16,113.51,1078400,104.88
2012-12-24,113.12,113.48,111.77,112.52,289500,103.97
2012-12-26,112.61,112.98,110.89,111.55,510500,103.07
2012-12-27,111.9,112.08,108.93,111.01,865400,102.57
2012-12-28,110.48,112.29,109.48,109.67,2159600,101.33
2012-12-31,109.58,112.54,109.13,112.49,1139900,103.94
2013-01-02,116.37,119.02,115.88,118.07,2487000,109.09
2013-01-03,118.57,121.06,118.34,119.34,1731900,110.27
2013-01-04,119.93,122.21,119.4,120.78,2129100,111.6
2013-01-07,120.73,121.99,120.26,121.19,1501000,111.98
2013-01-08,121.04,121.88,119.83,121.09,976300,111.88
2013-01-09,121.37,123.72,121.2,121.52,1869900,112.28
2013-01-10,123.65,123.69,120.26,122.9,1462000,113.56
2013-01-11,122.76,123.36,121.77,122.99,889500,113.64
2013-01-14,122.84,123.87,122.5,122.8,868000,113.46
2013-01-15,122.64,123.95,122.26,123.8,1001800,114.39
2013-01-16,122.71,123.32,122.21,122.96,828300,113.61
2013-01-17,123.51,123.82,122.22,123.46,824700,114.07
2013-01-18,125.15,126.11,123.71,124.06,1352600,114.63
2013-01-22,123.61,124.66,122.67,124.32,751000,114.87
2013-01-23,124.4,124.98,122.75,123.13,1017500,113.77
2013-01-24,123.58,124.57,122.54,122.68,1378000,113.35
2013-01-25,123.06,124.34,122.7,123.93,930900,114.51
2013-01-28,123.21,124.97,123.05,123.54,933900,114.15
2013-01-29,123.27,123.95,121.85,122.39,1003700,113.09
2013-01-30,122.08,123.86,122.06,123.49,1225300,114.1
2013-01-31,125.5,126.95,123.32,125.22,3266600,115.7
2013-02-01,123.99,126.66,122.5,126.37,3616500,116.76
2013-02-04,125.35,126.98,124.56,124.76,1433900,115.27
2013-02-05,124.75,126.77,124.75,125.75,1039600,116.19
2013-02-06,121.43,124.82,120.91,123.3,2739100,113.93
2013-02-07,123.28,123.28,120.77,122.83,1417700,113.49
2013-02-08,123.51,126.92,123.5,126.52,1468000,116.9
2013-02-11,126.88,126.88,123.56,124.1,1325600,114.67
2013-02-12,123.57,124.01,122.5,122.67,813500,114.26
2013-02-13,123.6,124.24,122.39,122.4,1253500,114.01
2013-02-14,122.8,123.25,121.49,123.2,887300,114.76
2013-02-15,123.08,123.52,122.01,122.96,1088400,114.53
2013-02-19,120.9,120.91,118.07,120.39,1901300,112.14
2013-02-20,120.18,120.92,116.33,116.56,1651300,108.57
2013-02-21,116.31,116.32,113.85,115.53,1664900,107.61
2013-02-22,116.15,117.85,115.02,117.34,1296700,109.3
2013-02-25,118.56,120.68,115.51,115.56,1625400,107.64
2013-02-26,115.78,116.32,113.39,115.5,1386600,107.59
2013-02-27,115.88,118.33,115.29,117.64,1450000,109.58
2013-02-28,117.24,119.25,116.9,116.9,964200,108.89
2013-03-01,116.95,117.3,115.14,116.57,1041100,108.58
2013-03-04,116.15,117.49,115.12,116.55,1333200,108.56
2013-03-05,116.88,117.33,115.91,116.0,959800,108.05
2013-03-06,116.39,118.28,115.83,117.3,1034200,109.26
2013-03-07,117.27,118.27,116.46,117.21,835700,109.18
2013-03-08,118.02,118.22,116.65,117.35,908200,109.31
2013-03-11,117.58,119.28,117.24,118.15,1231300,110.05
2013-03-12,117.84,118.0,116.6,117.98,1101100,109.9
2013-03-13,118.18,119.47,117.47,118.63,762400,110.5
2013-03-14,118.99,119.98,118.66,119.81,725300,111.6
2013-03-15,119.52,120.24,118.5,119.97,1565400,111.75
2013-03-18,118.71,121.81,118.24,120.11,1065600,111.88
2013-03-19,120.36,121.33,119.0,119.93,807100,111.71
2013-03-20,121.1,122.79,120.83,122.32,907800,113.94
2013-03-21,121.99,122.88,121.09,121.09,658000,112.79
2013-03-22,121.81,122.9,121.21,122.08,761600,113.71
2013-03-25,122.88,124.65,121.5,121.64,2148700,113.31
2013-03-26,122.6,125.0,121.95,124.54,1087400,116.01
2013-03-27,123.86,124.44,122.76,124.13,800500,115.62
2013-03-28,124.25,125.41,123.36,125.16,880200,116.58
2013-04-01,125.23,125.23,122.41,123.19,970300,114.75
2013-04-02,123.75,124.24,122.51,123.26,1012500,114.81
2013-04-03,123.07,123.12,119.75,120.4,1164100,112.15
2013-04-04,120.55,120.57,118.66,118.8,1185100,110.66
2013-04-05,116.6,118.17,114.41,118.04,2383600,109.95
2013-04-08,118.17,123.28,118.17,122.68,1463200,114.27
2013-04-09,123.29,124.74,122.64,123.53,1046400,115.07
2013-04-10,123.7,126.47,123.6,126.36,903700,117.7
2013-04-11,126.48,128.21,126.27,127.16,1298500,118.45
2013-04-12,127.0,129.39,126.56,128.54,1248800,119.73
2013-04-15,127.51,128.2,123.18,124.13,1507500,115.62
2013-04-16,125.02,127.44,125.0,127.04,1508200,118.34
2013-04-17,126.29,126.36,123.17,124.33,1360200,115.81
2013-04-18,124.79,125.32,122.24,123.94,1109100,115.45
2013-04-19,125.16,127.93,124.71,127.56,1293800,118.82
2013-04-22,127.95,128.63,126.74,128.4,1073400,119.6
2013-04-23,129.05,129.91,127.35,129.37,1431300,120.51
2013-04-24,130.0,132.04,129.92,131.5,1533400,122.49
2013-04-25,133.5,135.98,132.9,134.91,2776400,125.67
2013-04-26,135.4,136.27,133.84,135.5,1900700,126.22
2013-04-29,135.69,136.51,133.44,135.8,1214900,126.49
2013-04-30,136.26,137.53,135.59,137.3,1482300,127.89
2013-05-01,136.87,137.39,135.55,136.22,1085600,126.89
2013-05-02,137.15,138.43,136.06,136.62,1490700,127.26
2013-05-03,138.23,139.0,136.39,138.8,1553700,129.29
2013-05-06,138.85,140.34,138.05,138.68,1155600,129.18
2013-05-07,138.03,139.53,137.49,138.84,1064200,130.27
2013-05-08,139.05,139.92,138.05,138.84,720800,130.27
2013-05-09,138.33,140.09,137.26,139.55,1885000,130.93
2013-05-10,139.66,140.43,138.74,139.1,844700,130.51
2013-05-13,139.19,140.39,138.24,140.36,1252100,131.69
2013-05-14,140.5,142.65,140.27,142.14,917300,133.36
2013-05-15,141.81,142.4,138.96,139.76,1328500,131.13
2013-05-16,138.99,141.27,138.99,139.36,957600,130.75
2013-05-17,140.58,141.65,140.11,140.99,983200,132.28
2013-05-20,141.48,143.56,141.05,143.11,1094600,134.27
2013-05-21,143.26,144.17,141.49,142.43,738700,133.63
2013-05-22,143.18,144.99,140.85,141.64,1366000,132.89
2013-05-23,139.79,140.0,137.36,138.45,1460100,129.9
2013-05-24,137.15,138.45,136.5,137.9,944300,129.38
2013-05-28,139.68,142.53,139.53,140.58,1036400,131.9
2013-05-29,140.37,141.01,137.83,138.48,1085400,129.93
2013-05-30,138.98,139.38,137.9,138.12,2453400,129.59
2013-05-31,137.18,139.06,135.89,135.89,1072700,127.5
2013-06-03,136.2,138.22,134.69,138.1,1309200,129.57
2013-06-04,137.89,138.5,135.28,136.84,1057800,128.39
2013-06-05,135.98,136.99,133.01,133.78,1120700,125.52
2013-06-06,133.5,135.19,133.01,134.94,1155900,126.61
2013-06-07,135.77,138.1,135.19,137.5,1104600,129.01
2013-06-10,137.96,140.41,137.51,138.96,1325100,130.38
2013-06-11,136.69,136.97,134.24,134.78,1386800,126.46
2013-06-12,135.49,136.3,133.46,133.89,907300,125.62
2013-06-13,133.56,137.05,132.16,136.52,1137900,128.09
2013-06-14,135.97,137.11,134.43,135.14,1028000,126.79
2013-06-17,137.0,140.25,136.11,138.39,2189600,129.84
2013-06-18,138.87,140.4,138.58,139.3,955100,130.7
2013-06-19,140.25,140.25,137.68,137.86,830900,129.35
2013-06-20,136.48,136.51,130.62,132.17,2678100,124.01
2013-06-21,132.98,133.61,127.37,129.69,3216600,121.68
2013-06-24,126.63,127.0,121.84,124.12,3326000,116.45
2013-06-25,126.42,127.45,125.55,125.6,2084600,117.84
2013-06-26,127.51,129.45,126.62,127.23,1697100,119.37
2013-06-27,128.07,129.7,127.55,128.6,1011900,120.66
2013-06-28,128.4,129.26,127.89,127.97,1154400,120.07
2013-07-01,129.28,130.55,128.27,128.46,1082600,120.53
2013-07-02,128.38,129.15,124.91,126.18,1674400,118.39
2013-07-03,125.19,127.0,124.57,126.14,599500,118.35
2013-07-05,127.41,127.95,125.55,127.08,623100,119.23
2013-07-08,127.32,129.09,126.78,126.98,1457100,119.14
2013-07-09,127.21,127.89,125.42,126.59,1412000,118.77
2013-07-10,126.44,127.55,125.97,127.27,993800,119.41
2013-07-11,129.5,132.46,128.1,131.63,2463300,123.5
2013-07-12,131.41,131.84,129.77,130.78,1389400,122.7
2013-07-15,130.78,132.83,130.56,131.99,1262500,123.84
2013-07-16,132.51,133.44,131.18,132.47,1097500,124.29
2013-07-17,133.14,133.43,130.91,131.51,859400,123.39
2013-07-18,131.62,133.99,131.62,133.1,953800,124.88
2013-07-19,133.3,133.3,132.02,133.09,935700,124.87
2013-07-22,132.36,133.65,131.19,133.38,1431100,125.14
2013-07-23,133.18,133.59,131.43,131.52,1272000,123.4
2013-07-24,132.68,132.78,130.38,131.13,1276400,123.03
2013-07-25,131.12,131.67,128.41,130.16,1445000,122.12
2013-07-26,128.51,131.22,128.51,130.98,1140700,122.89
2013-07-29,128.9,133.0,128.8,131.27,1427500,123.16
2013-07-30,132.5,134.34,131.9,133.07,1205900,124.85
2013-07-31,134.06,134.75,132.61,133.13,923600,124.91
2013-08-01,135.26,138.07,134.35,137.44,1513600,128.95
2013-08-02,137.45,140.18,136.42,139.85,1412700,131.21
2013-08-05,139.08,141.06,139.08,140.9,1004800,132.2
2013-08-06,140.9,141.45,138.63,139.18,1039100,130.58
2013-08-07,139.15,139.82,137.47,139.01,1146100,130.43
2013-08-08,138.47,140.15,137.56,139.45,1075000,131.79
2013-08-09,139.08,139.53,137.27,138.13,703600,130.54
2013-08-12,137.41,139.37,137.07,138.43,627900,130.82
2013-08-13,138.9,140.38,138.11,139.62,739400,131.95
2013-08-14,139.59,140.64,139.13,140.17,2268500,132.47
2013-08-15,139.03,139.61,137.69,139.08,956600,131.44
2013-08-16,139.36,140.82,138.47,138.57,846000,130.95
2013-08-19,138.34,141.31,138.01,139.18,897700,131.53
2013-08-20,139.36,140.79,139.12,139.9,1243800,132.21
2013-08-21,139.7,140.67,138.18,139.04,837700,131.4
2013-08-22,139.55,141.89,139.38,141.26,700500,133.5
2013-08-23,141.26,142.25,140.84,141.93,541300,134.13
2013-08-26,141.79,146.04,141.79,142.94,1278900,135.08
2013-08-27,141.19,141.96,138.75,139.21,981400,131.56
2013-08-28,139.38,141.5,138.7,140.77,1005400,133.03
2013-08-29,140.5,142.68,140.33,141.87,930000,134.07
2013-08-30,142.59,142.64,140.26,141.04,705200,133.29
2013-09-03,142.3,143.88,141.3,141.68,1293500,133.89
2013-09-04,141.51,142.38,140.5,141.38,1409500,133.61
2013-09-05,141.6,143.5,141.24,142.69,706600,134.85
2013-09-06,143.73,144.17,141.23,143.43,916200,135.55
2013-09-09,143.42,146.36,143.33,145.35,1020900,137.36
2013-09-10,146.47,149.9,146.27,149.24,1377500,141.04
2013-09-11,149.74,151.19,148.86,150.87,1144000,142.58
2013-09-12,151.25,151.25,148.74,149.65,543400,141.43
2013-09-13,150.1,150.81,148.9,150.35,464400,142.09
2013-09-16,151.89,152.61,149.71,149.98,879700,141.74
2013-09-17,150.43,152.2,150.3,150.76,764800,142.47
2013-09-18,150.41,153.47,150.08,153.03,1110900,144.62
2013-09-19,153.8,155.0,152.8,154.56,917900,146.07
2013-09-20,154.99,155.87,153.87,155.22,1391600,146.69
2013-09-23,155.04,155.64,154.21,155.03,836600,146.51
2013-09-24,154.57,157.49,154.36,156.12,692800,147.54
2013-09-25,156.72,158.13,155.13,157.61,1609200,148.95
2013-09-26,158.01,159.85,157.9,159.74,1101100,150.96
2013-09-27,159.02,159.24,157.31,158.0,788200,149.32
2013-09-30,156.42,158.89,155.39,158.01,1074200,149.33
2013-10-01,157.81,160.15,157.74,160.07,1675300,151.27
2013-10-02,159.28,161.62,158.84,161.35,940300,152.48
2013-10-03,161.76,162.33,159.11,160.66,2177700,151.83
2013-10-04,159.11,161.06,158.81,160.18,996400,151.38
2013-10-07,159.03,160.59,158.14,159.04,1109500,150.3
2013-10-08,159.69,161.53,156.79,157.21,1538100,148.57
2013-10-09,158.39,158.95,155.77,157.73,1309100,149.06
2013-10-10,159.0,163.66,159.0,162.35,1326600,153.43
2013-10-11,162.31,166.78,162.31,166.61,1147900,157.45
2013-10-14,165.75,167.81,164.66,167.15,882000,157.96
2013-10-15,167.76,170.16,166.2,167.2,1707300,158.01
2013-10-16,168.2,170.79,167.36,168.58,995700,159.32
2013-10-17,168.4,169.84,167.11,169.46,992000,160.15
2013-10-18,171.21,172.75,170.15,171.92,1007200,162.47
2013-10-21,172.43,173.34,171.63,173.13,908700,163.62
2013-10-22,173.14,173.38,168.31,169.99,1727100,160.65
