Date,Open,High,Low,Close,Volume,Adj Close
2010-10-20,67.53,68.61,67.15,68.07,2386200,34.03
2010-10-21,71.7,72.45,67.55,68.41,7057600,34.21
2010-10-22,67.72,67.94,66.14,67.02,3940400,33.51
2010-10-25,67.69,68.64,67.45,67.86,1873800,33.93
2010-10-26,67.7,68.25,67.23,67.61,848200,33.81
2010-10-27,67.42,68.56,67.13,67.88,980200,33.94
2010-10-28,68.21,68.91,68.11,68.23,998000,34.12
2010-10-29,68.37,68.88,68.07,68.3,987400,34.15
2010-11-01,68.59,68.73,66.96,67.4,951600,33.7
2010-11-02,68.15,69.33,68.04,69.27,1306600,34.63
2010-11-03,69.34,70.72,69.27,70.48,2153200,35.24
2010-11-04,71.18,72.77,71.01,72.77,2915000,36.38
2010-11-05,72.71,72.88,71.9,72.72,2333400,36.36
2010-11-08,72.58,72.84,71.85,72.73,1346000,36.37
2010-11-09,72.6,72.68,72.0,72.04,1965000,36.02
2010-11-10,72.17,72.72,71.49,72.46,1452200,36.23
2010-11-11,71.8,72.73,71.8,72.41,1533000,36.21
2010-11-12,71.87,72.82,71.79,72.49,1405800,36.24
2010-11-15,72.63,73.59,72.32,73.23,1211600,36.62
2010-11-16,72.65,73.26,71.76,72.72,1353400,36.36
2010-11-17,72.49,73.2,72.07,72.26,1255000,36.13
2010-11-18,72.5,74.33,72.32,74.08,1495400,37.04
2010-11-19,73.86,75.0,73.38,75.0,1640200,37.5
2010-11-22,75.11,76.23,74.25,75.98,1911600,37.99
2010-11-23,75.67,76.0,74.8,75.28,1345400,37.64
2010-11-24,75.5,76.68,75.5,76.17,1721000,38.08
2010-11-26,75.53,77.6,75.25,76.85,1297200,38.42
2010-11-29,76.55,76.66,74.56,75.54,2540000,37.77
2010-11-30,75.75,77.64,75.18,76.45,10368800,38.22
2010-12-01,76.78,76.94,75.86,76.24,2861800,38.12
2010-12-02,76.0,76.48,75.52,76.15,2070800,38.08
2010-12-03,75.88,76.42,75.4,76.0,1843800,38.0
2010-12-06,76.14,76.53,75.61,76.03,2173600,38.01
2010-12-07,76.56,77.35,75.71,76.92,1585200,38.46
2010-12-08,77.16,77.45,76.53,77.21,1922600,38.6
2010-12-09,77.41,77.41,75.13,75.7,2126000,37.85
2010-12-10,75.65,76.62,75.45,76.24,1571400,38.12
2010-12-13,76.42,76.42,74.93,75.16,1704000,37.58
2010-12-14,75.03,78.57,75.03,78.23,2321800,39.12
2010-12-15,78.12,79.83,77.5,79.01,1624800,39.51
2010-12-16,79.46,80.98,78.85,80.83,1872000,40.42
2010-12-17,81.0,83.62,81.0,82.34,5087800,41.17
2010-12-20,82.39,82.43,80.6,81.71,1605400,40.85
2010-12-21,82.13,82.28,80.95,81.71,809000,40.85
2010-12-22,81.76,81.96,80.97,81.45,610600,40.72
2010-12-23,81.14,81.34,80.65,81.18,690600,40.59
2010-12-27,80.88,81.65,80.53,81.19,508000,40.6
2010-12-28,81.12,81.49,80.9,81.18,446200,40.59
2010-12-29,81.18,81.22,80.64,80.86,469400,40.43
2010-12-30,80.66,81.0,80.36,80.65,545200,40.33
2010-12-31,80.69,81.15,79.75,80.55,903600,40.28
2011-01-03,81.36,81.81,81.11,81.33,772000,40.67
2011-01-04,81.37,81.95,80.96,81.47,708000,40.74
2011-01-05,81.39,83.48,81.05,82.76,1057400,41.38
2011-01-06,82.9,83.44,82.0,82.56,931200,41.28
2011-01-07,82.49,82.9,80.08,82.34,1430200,41.17
2011-01-10,81.27,83.14,81.14,82.8,766800,41.4
2011-01-11,83.22,84.0,83.01,83.51,743600,41.76
2011-01-12,83.78,84.29,83.16,84.25,775400,42.12
2011-01-13,84.32,84.97,84.09,84.64,638400,42.32
2011-01-14,84.0,84.0,81.34,82.37,2050000,41.19
2011-01-18,82.66,87.14,82.66,86.37,2459400,43.19
2011-01-19,86.44,86.61,84.32,84.68,1612000,42.34
2011-01-20,84.17,85.6,83.97,85.17,1201400,42.58
2011-01-21,85.55,85.92,84.27,84.43,917000,42.22
2011-01-24,84.57,86.34,84.51,84.6,1245200,42.3
2011-01-25,84.72,85.34,84.19,85.24,999200,42.62
2011-01-26,85.09,86.4,84.99,85.5,872000,42.75
2011-01-27,85.45,86.39,84.29,85.03,1244200,42.51
2011-01-28,85.26,85.39,81.42,82.34,1752800,41.17
2011-01-31,82.48,84.81,81.82,83.82,1311000,41.91
2011-02-01,84.36,86.05,84.01,85.65,1092400,42.83
2011-02-02,85.05,85.96,84.51,85.31,1597400,42.65
2011-02-03,85.28,85.53,83.34,83.69,1283000,41.85
2011-02-04,84.18,85.25,83.29,84.98,747400,42.49
2011-02-07,85.0,85.51,84.0,84.29,1021200,42.15
2011-02-08,84.29,86.66,83.46,86.4,1524600,43.2
2011-02-09,86.31,86.5,84.83,86.12,1626800,43.06
2011-02-10,84.5,90.29,84.08,89.94,3298200,44.97
2011-02-11,88.72,90.18,88.08,90.05,1428200,45.03
2011-02-14,89.08,90.05,89.08,89.93,1027400,44.97
2011-02-15,89.86,90.22,89.28,90.08,657000,45.04
2011-02-16,90.43,92.81,90.25,92.41,1208200,46.21
2011-02-17,92.45,93.45,91.73,93.37,1771200,46.69
2011-02-18,94.35,94.66,93.55,94.64,1346400,47.32
2011-02-22,95.0,95.5,93.0,93.43,1804600,46.72
2011-02-23,93.76,94.21,92.07,92.35,1683800,46.17
2011-02-24,92.09,92.65,91.0,92.17,1993000,46.08
2011-02-25,92.77,95.03,92.6,94.92,966400,47.46
2011-02-28,96.94,96.94,94.65,96.28,1408400,48.14
2011-03-01,96.93,97.03,95.25,97.03,1790800,48.51
2011-03-02,96.86,100.36,96.5,98.42,2576600,49.21
2011-03-03,99.29,99.52,98.31,99.47,1181800,49.74
2011-03-04,99.62,99.8,97.91,98.34,1551800,49.17
2011-03-07,99.08,99.75,97.67,98.41,1547600,49.21
2011-03-08,98.41,100.0,98.13,99.61,1607400,49.81
2011-03-09,99.58,100.0,99.24,99.73,877000,49.87
2011-03-10,98.92,99.07,97.0,97.26,1951200,48.63
2011-03-11,97.19,99.03,97.0,98.22,1249600,49.11
2011-03-14,97.39,98.15,96.81,97.75,1269000,48.88
2011-03-15,95.11,96.0,93.29,95.25,2754200,47.62
2011-03-16,94.99,95.97,93.5,93.99,1868800,46.99
2011-03-17,94.28,95.33,93.48,93.68,1396000,46.84
2011-03-18,94.96,94.97,93.57,93.77,1794400,46.88
2011-03-21,95.46,95.6,94.44,94.6,1173400,47.3
2011-03-22,95.08,95.08,93.76,94.41,1146400,47.21
2011-03-23,94.18,94.34,92.96,93.71,1405400,46.85
2011-03-24,94.0,94.76,93.61,94.4,1198400,47.2
2011-03-25,94.45,96.35,94.26,94.82,1258600,47.41
2011-03-28,94.77,94.77,92.81,93.51,1399000,46.76
2011-03-29,93.62,97.27,93.62,97.14,1212200,48.57
2011-03-30,98.88,100.0,98.01,99.46,1939200,49.73
2011-03-31,99.02,99.92,98.1,98.68,1502600,49.34
2011-04-01,99.38,100.62,98.2,100.0,7426600,50.0
2011-04-04,100.16,101.68,99.33,100.79,1823600,50.4
2011-04-05,101.33,104.89,100.87,104.39,2571600,52.19
2011-04-06,105.0,105.0,101.8,102.0,1568400,51.0
2011-04-07,102.69,103.47,100.78,103.11,1292200,51.56
2011-04-08,103.53,103.53,100.77,102.38,1161000,51.19
2011-04-11,99.8,100.26,98.06,98.86,2831000,49.43
2011-04-12,98.79,99.1,98.0,98.88,1377200,49.44
2011-04-13,101.22,101.32,98.07,101.3,1515200,50.65
2011-04-14,100.9,101.22,99.5,101.13,1950000,50.56
2011-04-15,101.44,101.48,100.11,101.29,1249600,50.65
2011-04-18,100.52,100.52,97.08,98.02,1694600,49.01
2011-04-19,97.87,98.42,97.63,98.17,1374000,49.08
2011-04-20,99.29,101.8,99.06,101.77,1421400,50.88
2011-04-21,101.53,101.96,97.17,99.76,1795000,49.88
2011-04-25,98.07,98.17,95.0,95.6,2514800,47.8
2011-04-26,96.21,96.23,92.94,93.76,3400000,46.88
2011-04-27,94.0,96.73,93.4,96.57,2101000,48.28
2011-04-28,96.18,97.94,95.99,97.07,1764600,48.53
2011-04-29,96.87,98.43,96.67,96.87,2221000,48.44
2011-05-02,96.97,99.63,96.92,97.61,1658600,48.81
2011-05-03,97.4,98.09,95.94,96.88,1154000,48.44
2011-05-04,96.98,98.2,93.75,95.06,1383800,47.53
2011-05-05,94.44,95.77,93.69,94.13,1144800,47.06
2011-05-06,94.5,96.8,94.5,95.89,1150400,47.94
2011-05-09,96.19,97.69,95.52,97.58,891400,48.79
2011-05-10,97.68,99.71,97.59,99.61,1395000,49.81
2011-05-11,99.1,99.8,98.11,98.86,1338800,49.43
2011-05-12,98.85,101.0,97.5,100.87,866000,50.44
2011-05-13,101.0,101.96,99.48,99.53,927800,49.76
2011-05-16,99.22,100.15,95.61,96.32,1442600,48.16
2011-05-17,95.24,97.64,94.06,97.19,1633400,48.6
2011-05-18,96.54,96.77,95.31,96.66,1448600,48.33
2011-05-19,97.09,97.93,94.6,95.2,1695600,47.6
2011-05-20,95.27,96.18,94.11,95.58,2146000,47.79
2011-05-23,47.13,47.67,44.36,47.33,1200000,47.33
2011-05-24,47.25,47.44,45.87,45.99,1645200,45.99
2011-05-25,46.09,46.44,45.35,46.06,1289800,46.06
2011-05-26,45.99,46.56,45.64,46.3,1281600,46.3
2011-05-27,46.14,46.52,45.52,46.18,1886100,46.18
2011-05-31,47.69,48.69,46.64,47.42,1979700,47.42
2011-06-01,48.7,48.99,47.73,48.14,1932800,48.14
2011-06-02,47.97,48.92,47.61,48.11,980700,48.11
2011-06-03,47.52,47.91,47.14,47.35,897900,47.35
2011-06-06,47.46,47.95,46.98,47.35,898000,47.35
2011-06-07,47.66,48.44,47.14,47.94,1003000,47.94
2011-06-08,47.89,48.86,47.72,48.44,1364100,48.44
2011-06-09,48.2,48.2,46.97,47.03,1147600,47.03
2011-06-10,47.21,47.21,45.45,45.52,1204600,45.52
2011-06-13,45.09,46.77,44.58,45.47,1300700,45.47
2011-06-14,45.59,45.65,44.45,45.44,1592300,45.44
2011-06-15,45.13,46.42,45.08,45.42,1337900,45.42
2011-06-16,45.29,45.66,44.38,44.93,1097300,44.93
2011-06-17,45.82,45.99,44.5,44.61,1272900,44.61
2011-06-20,44.6,45.21,43.84,45.01,813100,45.01
2011-06-21,44.98,45.44,44.19,45.31,865700,45.31
2011-06-22,45.09,45.5,44.17,44.84,988400,44.84
2011-06-23,44.5,45.36,43.78,45.29,1310700,45.29
2011-06-24,45.24,45.36,44.42,44.82,1293200,44.82
2011-06-27,44.58,45.83,44.51,45.59,1269200,45.59
2011-06-28,45.65,47.03,45.35,46.86,1130700,46.86
2011-06-29,46.92,47.16,46.3,46.78,1121400,46.78
2011-06-30,46.86,47.58,46.86,47.03,805200,47.03
2011-07-01,46.91,47.51,46.91,47.51,846700,47.51
2011-07-05,47.37,48.0,46.73,47.96,1018700,47.96
2011-07-06,47.94,48.1,47.62,47.81,776100,47.81
2011-07-07,48.08,48.49,47.52,48.46,1026200,48.46
2011-07-08,48.23,50.35,48.13,50.3,2087700,50.3
2011-07-11,50.0,50.68,49.59,50.37,2308000,50.37
2011-07-12,50.48,50.72,50.04,50.41,1731500,50.41
2011-07-13,50.52,52.66,50.39,51.25,1522800,51.25
2011-07-14,51.31,51.66,50.61,51.27,1314400,51.27
2011-07-15,51.43,52.47,51.15,52.37,1760700,52.37
2011-07-18,52.24,52.25,51.38,51.71,1484600,51.71
2011-07-19,52.11,53.21,52.06,53.2,1269400,53.2
2011-07-20,53.14,53.35,51.82,52.04,1662700,52.04
2011-07-21,53.0,57.73,52.78,56.77,3347400,56.77
2011-07-22,57.0,59.07,56.78,58.98,2201700,58.98
2011-07-25,58.52,58.98,57.62,57.74,1620700,57.74
2011-07-26,57.75,58.32,57.23,57.7,947400,57.7
2011-07-27,57.27,57.48,55.8,56.49,1390500,56.49
2011-07-28,56.5,57.57,56.27,56.49,1296600,56.49
2011-07-29,55.9,57.18,55.62,56.8,1334500,56.8
2011-08-01,57.81,57.95,55.1,56.01,1357500,56.01
2011-08-02,55.54,56.4,54.4,54.51,1015900,54.51
2011-08-03,55.05,55.05,52.06,54.9,1267000,54.9
2011-08-04,53.73,54.31,50.92,50.99,2380200,50.99
2011-08-05,50.74,51.67,48.33,50.7,2743000,50.7
2011-08-08,48.88,50.3,46.9,48.05,2200100,48.05
2011-08-09,48.32,50.9,46.56,49.85,2974300,49.85
2011-08-10,51.04,51.04,47.29,48.74,2172800,48.74
2011-08-11,48.96,51.28,48.01,50.58,2169900,50.58
2011-08-12,50.67,53.15,49.67,52.59,1592700,52.59
2011-08-15,52.88,53.66,52.03,53.13,1286700,53.13
2011-08-16,52.93,53.02,51.65,52.45,1497900,52.45
2011-08-17,52.51,53.4,50.84,51.74,1140800,51.74
2011-08-18,50.66,50.85,49.67,50.31,1624800,50.31
2011-08-19,49.76,51.74,49.73,50.46,1509200,50.46
2011-08-22,51.31,51.49,49.91,50.41,1026600,50.41
2011-08-23,50.49,52.0,49.5,51.73,1713000,51.73
2011-08-24,51.19,53.58,50.7,53.51,1761100,53.51
2011-08-25,53.49,54.0,52.65,52.99,1120100,52.99
2011-08-26,52.63,54.89,52.23,54.68,1110300,54.68
2011-08-29,55.49,57.29,55.03,57.02,1151700,57.02
2011-08-30,56.93,58.05,56.16,57.59,1029100,57.59
2011-08-31,57.92,59.41,57.21,57.95,1259400,57.95
2011-09-01,57.66,57.77,55.92,56.63,993600,56.63
2011-09-02,55.71,58.07,55.24,56.89,1117300,56.89
2011-09-06,55.98,60.09,55.43,59.84,2096100,59.84
2011-09-07,60.15,60.81,59.08,59.54,1833400,59.54
2011-09-08,59.42,60.14,58.32,59.69,1244900,59.69
2011-09-09,59.25,59.56,57.6,58.07,981000,58.07
2011-09-12,57.09,58.9,56.85,58.81,1073700,58.81
2011-09-13,59.13,59.93,58.34,59.87,1172600,59.87
2011-09-14,60.09,60.72,58.75,60.09,1270800,60.09
2011-09-15,62.31,64.17,61.82,64.08,2230200,64.08
2011-09-16,63.74,63.74,61.62,62.07,2319400,62.07
2011-09-19,61.57,64.39,61.0,63.85,1382700,63.85
2011-09-20,64.12,66.9,63.71,66.2,2212600,66.2
2011-09-21,66.1,67.75,65.45,65.71,2181200,65.71
2011-09-22,63.96,64.96,62.2,63.37,1734200,63.37
2011-09-23,63.09,67.58,62.47,66.15,2715600,66.15
2011-09-26,67.87,68.46,64.84,66.18,2160400,66.18
2011-09-27,67.48,68.5,66.76,66.99,1979200,66.99
2011-09-28,67.62,68.31,65.81,65.9,1361200,65.9
2011-09-29,66.98,67.0,62.5,64.23,1871300,64.23
2011-09-30,63.59,65.12,62.49,64.06,1722100,64.06
2011-10-03,63.33,64.12,59.42,60.87,2615100,60.87
2011-10-04,60.27,62.99,59.98,62.68,2772500,62.68
2011-10-05,63.16,65.0,60.92,64.71,2757900,64.71
2011-10-06,64.92,65.87,64.29,65.64,1182700,65.64
2011-10-07,65.48,66.04,63.47,65.18,1028100,65.18
2011-10-10,66.11,68.16,65.62,67.88,966700,67.88
2011-10-11,67.72,70.2,67.42,68.83,1545700,68.83
2011-10-12,69.11,69.45,65.43,65.97,1959200,65.97
2011-10-13,65.99,67.98,65.41,67.38,1182600,67.38
2011-10-14,68.08,68.18,66.03,66.8,927600,66.8
2011-10-17,66.77,67.79,65.68,66.21,634400,66.21
2011-10-18,66.39,67.23,64.67,66.72,896600,66.72
2011-10-19,66.52,67.82,65.64,66.06,1072200,66.06
2011-10-20,68.72,69.79,65.28,66.76,2379100,66.76
2011-10-21,67.67,69.41,67.22,68.38,1828300,68.38
2011-10-24,68.24,70.42,68.2,69.56,1682000,69.56
2011-10-25,69.6,69.95,66.73,66.91,959000,66.91
2011-10-26,66.77,67.6,65.28,66.85,1192000,66.85
2011-10-27,67.84,68.15,66.83,67.54,991000,67.54
2011-10-28,67.41,68.49,67.0,67.93,906200,67.93
2011-10-31,68.0,68.98,67.44,67.51,1477100,67.51
2011-11-01,66.04,66.75,63.5,66.27,1509500,66.27
2011-11-02,66.55,67.32,64.98,66.11,1007800,66.11
2011-11-03,66.73,67.05,64.81,65.2,1085300,65.2
2011-11-04,65.24,66.42,64.76,66.04,1058700,66.04
2011-11-07,66.02,66.6,64.25,65.64,823300,65.64
2011-11-08,65.7,66.18,64.47,64.84,1336400,64.84
2011-11-09,63.86,65.22,62.77,64.07,1384000,64.07
2011-11-10,64.69,65.05,62.72,63.6,1055000,63.6
2011-11-11,63.81,64.72,63.0,64.25,1096100,64.25
2011-11-14,64.37,68.16,63.51,66.81,2403400,66.81
2011-11-15,66.81,67.7,66.1,67.32,1823000,67.32
2011-11-16,66.9,67.36,65.99,66.17,1247900,66.17
2011-11-17,66.26,66.71,64.3,64.69,1210600,64.69
2011-11-18,64.3,65.12,63.98,64.12,1046900,64.12
2011-11-21,63.21,64.74,62.02,64.41,1179600,64.41
2011-11-22,64.31,66.29,63.64,66.18,972500,66.18
2011-11-23,66.0,66.0,64.82,64.87,836600,64.87
2011-11-25,64.23,64.88,63.53,63.87,355900,63.87
2011-11-28,65.92,67.53,64.61,67.47,951900,67.47
2011-11-29,67.47,67.62,65.47,65.97,1200400,65.97
2011-11-30,67.26,68.71,66.51,68.66,1474800,68.66
2011-12-01,68.51,69.27,67.79,69.26,798800,69.26
2011-12-02,69.35,69.72,66.65,66.98,1216700,66.98
2011-12-05,68.1,68.34,64.74,65.1,1641500,65.1
2011-12-06,65.28,66.05,64.95,65.05,977700,65.05
2011-12-07,64.99,64.99,63.6,64.45,1353900,64.45
2011-12-08,64.32,65.09,63.81,64.18,837400,64.18
2011-12-09,64.54,65.34,63.91,65.06,1212100,65.06
2011-12-12,65.1,65.28,64.61,65.11,840300,65.11
2011-12-13,65.13,65.92,63.34,63.82,1333900,63.82
2011-12-14,63.44,64.16,62.5,63.03,854100,63.03
2011-12-15,63.25,63.96,62.55,63.67,834800,63.67
2011-12-16,64.17,66.48,63.84,66.37,1862800,66.37
2011-12-19,66.84,68.17,66.51,67.24,1328000,67.24
2011-12-20,68.16,69.13,67.88,68.99,1164300,68.99
2011-12-21,68.93,69.95,66.62,67.54,1322900,67.54
2011-12-22,67.65,68.13,67.07,67.36,713100,67.36
2011-12-23,67.49,69.25,67.25,69.08,880300,69.08
2011-12-27,69.24,72.18,69.01,71.55,1491000,71.55
2011-12-28,71.5,71.78,70.63,70.92,698100,70.92
2011-12-29,69.97,71.29,69.0,70.98,1289400,70.98
2011-12-30,71.46,72.25,70.83,71.5,1051500,71.5
2012-01-03,72.53,72.67,70.14,70.57,1489800,70.57
2012-01-04,70.38,71.05,69.82,70.29,748900,70.29
2012-01-05,70.95,73.05,70.37,72.41,1463000,72.41
2012-01-06,72.5,74.68,72.0,74.45,1775300,74.45
2012-01-09,75.3,76.2,74.12,74.27,1323400,74.27
2012-01-10,75.0,75.71,74.05,74.68,1651200,74.68
2012-01-11,74.75,75.03,73.16,73.64,1291300,73.64
2012-01-12,73.89,74.38,73.12,74.32,681100,74.32
2012-01-13,74.09,75.06,73.31,74.62,864100,74.62
2012-01-17,75.38,77.32,74.65,77.11,1371900,77.11
2012-01-18,77.33,77.58,76.5,76.99,1110800,76.99
2012-01-19,77.19,77.19,75.57,75.69,1255700,75.69
2012-01-20,75.61,75.65,73.04,73.58,1682700,73.58
2012-01-23,73.84,75.67,73.78,74.33,1448300,74.33
2012-01-24,74.32,74.96,73.87,73.98,1094200,73.98
2012-01-25,74.1,75.26,73.76,74.94,1592800,74.94
2012-01-26,74.94,75.38,73.69,74.95,949600,74.95
2012-01-27,74.41,75.97,74.41,75.4,684500,75.4
2012-01-30,74.51,75.62,73.73,75.01,707700,75.01
2012-01-31,75.53,76.83,74.68,76.76,1325000,76.76
2012-02-01,76.95,78.08,76.33,77.35,851600,77.35
2012-02-02,77.35,78.51,76.81,77.78,917300,77.78
2012-02-03,80.35,80.97,78.38,78.88,1163200,78.88
2012-02-06,78.75,80.08,78.2,79.75,897300,79.75
2012-02-07,79.87,79.96,78.4,78.81,922000,78.81
2012-02-08,78.86,78.86,75.04,76.69,2023800,76.69
2012-02-09,79.0,83.1,76.81,80.41,2365200,80.41
2012-02-10,81.39,83.88,81.07,83.45,2100800,83.45
2012-02-13,83.95,84.83,83.54,84.35,1221300,84.35
2012-02-14,84.0,85.48,83.0,83.39,1432400,83.39
2012-02-15,83.31,84.0,82.51,83.0,957600,83.0
2012-02-16,83.04,84.0,82.23,83.0,982800,83.0
2012-02-17,82.5,82.94,80.25,81.0,1225900,81.0
2012-02-21,81.27,82.5,80.0,81.81,1175600,81.81
2012-02-22,81.53,83.94,81.16,83.46,1700600,83.46
2012-02-23,84.96,87.63,84.32,85.91,1810500,85.91
2012-02-24,86.0,86.48,84.23,84.63,984900,84.63
2012-02-27,84.0,84.6,83.46,83.76,1036400,83.76
2012-02-28,83.83,84.86,82.13,84.85,1337500,84.85
2012-02-29,84.63,84.94,83.46,83.73,1108300,83.73
2012-03-01,84.13,84.68,83.01,84.54,1039600,84.54
2012-03-02,84.31,85.28,83.52,85.26,1256900,85.26
2012-03-05,84.77,85.84,83.68,84.2,889600,84.2
2012-03-06,83.9,84.73,82.7,83.28,964900,83.28
2012-03-07,83.3,84.13,82.63,83.85,719700,83.85
2012-03-08,84.04,85.46,83.9,84.91,954200,84.91
2012-03-09,84.9,85.39,84.0,84.73,1051000,84.73
2012-03-12,85.26,88.5,84.86,87.87,2115900,87.87
2012-03-13,89.13,89.85,88.0,89.51,1426800,89.51
2012-03-14,89.32,89.48,88.33,89.17,1357600,89.17
2012-03-15,89.16,89.77,89.01,89.52,1133500,89.52
2012-03-16,89.08,89.54,88.1,89.01,1607800,89.01
2012-03-19,89.32,89.9,88.53,89.81,912400,89.81
2012-03-20,89.54,90.53,88.9,90.02,1509800,90.02
2012-03-21,90.25,93.47,90.02,92.8,1706800,92.8
2012-03-22,92.55,94.22,91.64,94.02,1566000,94.02
2012-03-23,94.1,94.9,92.45,93.82,889400,93.82
2012-03-26,92.45,95.01,92.0,94.31,1259400,94.31
2012-03-27,93.99,94.41,92.99,93.28,1293300,93.28
2012-03-28,92.97,93.83,87.03,90.22,3962300,90.22
2012-03-29,89.23,91.5,88.74,91.26,1514700,91.26
2012-03-30,91.95,93.05,91.52,92.86,1694800,92.86
2012-04-02,93.0,93.54,92.26,93.05,1529200,93.05
2012-04-03,92.75,93.87,92.5,93.87,1010800,93.87
2012-04-04,93.35,93.74,91.88,92.83,814200,92.83
2012-04-05,92.18,93.86,91.93,93.67,661100,93.67
2012-04-09,92.57,92.72,91.53,91.88,761300,91.88
2012-04-10,92.11,92.17,88.24,89.22,1238400,89.22
2012-04-11,89.85,91.13,89.42,89.81,899800,89.81
2012-04-12,90.19,90.92,89.77,90.1,675400,90.1
2012-04-13,89.4,90.43,88.82,89.02,811400,89.02
2012-04-16,89.41,89.6,87.01,88.67,1257800,88.67
2012-04-17,88.86,90.2,88.49,89.71,959500,89.71
2012-04-18,89.52,91.21,89.02,90.36,677400,90.36
2012-04-19,90.34,92.38,90.31,90.97,792900,90.97
2012-04-20,91.52,92.59,91.01,91.76,921300,91.76
2012-04-23,90.81,91.94,89.34,91.94,1215700,91.94
2012-04-24,93.57,93.97,88.01,88.9,2272900,88.9
2012-04-25,89.37,90.98,88.33,90.46,1370700,90.46
2012-04-26,90.74,90.74,89.28,89.38,1218800,89.38
2012-04-27,89.37,91.74,88.44,90.56,1031400,90.56
2012-04-30,90.67,91.17,89.83,90.32,852900,90.32
2012-05-01,90.7,92.39,90.1,91.73,1028000,91.73
2012-05-02,91.0,92.56,90.22,92.26,830500,92.26
2012-05-03,92.53,92.57,90.61,90.99,664600,90.99
2012-05-04,90.4,90.44,86.66,87.28,1616500,87.28
2012-05-07,85.32,87.47,81.28,86.39,1916100,86.39
2012-05-08,85.62,85.99,83.77,85.75,1501000,85.75
2012-05-09,85.15,85.25,83.62,84.34,1050600,84.34
2012-05-10,84.62,86.75,84.62,86.22,1259200,86.22
2012-05-11,85.94,87.47,85.5,86.29,1072000,86.29
2012-05-14,85.96,86.39,85.31,86.02,895900,86.02
2012-05-15,86.13,87.67,86.0,86.73,1075900,86.73
2012-05-16,86.79,87.73,86.54,86.99,1516300,86.99
2012-05-17,86.8,87.4,84.34,84.35,1499500,84.35
2012-05-18,84.58,84.77,82.95,84.26,1746300,84.26
2012-05-21,84.86,89.17,84.7,88.76,1721700,88.76
2012-05-22,91.8,94.36,91.8,92.54,5568900,92.54
2012-05-23,90.58,91.36,89.46,90.57,3250100,90.57
2012-05-24,90.86,93.37,90.77,93.1,26399200,93.1
2012-05-25,93.04,93.36,91.38,92.42,2832100,92.42
2012-05-29,92.78,92.98,90.89,92.07,2642400,92.07
2012-05-30,91.7,92.06,90.18,91.69,1935900,91.69
2012-05-31,91.57,92.21,89.61,90.57,4854700,90.57
2012-06-01,88.59,89.87,87.36,87.6,2407700,87.6
2012-06-04,87.5,88.48,86.64,88.39,1989700,88.39
2012-06-05,88.48,89.96,87.71,89.8,1212400,89.8
2012-06-06,90.23,90.98,89.27,90.84,1364100,90.84
2012-06-07,91.76,92.0,90.19,90.38,949800,90.38
2012-06-08,90.26,92.57,89.7,92.43,1358600,92.43
2012-06-11,92.7,92.98,90.34,90.45,1356500,90.45
2012-06-12,90.96,93.75,90.6,93.72,1917100,93.72
2012-06-13,93.63,93.74,91.17,91.66,1257800,91.66
2012-06-14,91.9,93.71,91.54,92.96,1393800,92.96
2012-06-15,93.31,94.38,92.55,93.31,3725000,93.31
2012-06-18,93.23,94.34,92.72,94.06,1419400,94.06
2012-06-19,95.32,99.2,95.3,98.7,2789200,98.7
2012-06-20,99.2,99.41,96.49,97.82,1585100,97.82
2012-06-21,98.15,98.87,94.7,94.99,1811600,94.99
2012-06-22,94.8,96.19,92.75,95.95,1647800,95.95
2012-06-25,95.49,96.13,94.25,95.9,898700,95.9
2012-06-26,96.03,98.45,96.02,97.38,1022700,97.38
2012-06-27,97.47,99.7,97.4,99.46,1154000,99.46
2012-06-28,98.57,98.79,94.62,96.49,1341400,96.49
2012-06-29,98.65,99.49,98.35,99.3,1245300,99.3
2012-07-02,100.0,104.38,99.39,103.83,2252500,103.83
2012-07-03,104.25,104.31,102.5,103.74,711600,103.74
2012-07-05,103.88,104.27,103.21,103.39,1463200,103.39
2012-07-06,103.23,103.85,100.31,101.25,1101800,101.25
2012-07-09,101.03,102.17,99.59,100.43,1269700,100.43
2012-07-10,101.22,101.85,97.9,98.11,1392800,98.11
2012-07-11,98.11,98.28,95.8,96.68,1545000,96.68
2012-07-12,96.02,97.52,94.8,97.19,1125100,97.19
2012-07-13,97.37,98.33,96.62,97.35,1139200,97.35
2012-07-16,96.87,98.34,96.62,97.5,976200,97.5
2012-07-17,98.13,99.18,97.18,98.97,825800,98.97
2012-07-18,98.8,100.35,98.35,100.11,1292600,100.11
2012-07-19,100.14,101.0,98.82,100.32,1384700,100.32
2012-07-20,100.7,100.8,99.1,99.35,1697700,99.35
2012-07-23,97.71,98.64,95.17,98.44,1853200,98.44
2012-07-24,98.83,98.94,97.31,97.62,2089700,97.62
2012-07-25,103.56,105.32,98.0,105.13,3183000,105.13
2012-07-26,105.36,108.87,103.95,106.14,2631200,106.14
2012-07-27,106.14,109.96,105.19,108.97,2024600,108.97
2012-07-30,108.68,109.9,104.29,104.59,2139000,104.59
2012-07-31,104.44,107.06,104.29,104.85,1639400,104.85
2012-08-01,105.56,106.42,102.53,102.72,1549000,102.72
2012-08-02,101.55,103.21,101.0,102.3,1159000,102.3
2012-08-03,104.4,109.14,103.59,106.96,3112000,106.96
2012-08-06,107.14,107.76,103.31,106.13,1484900,106.13
2012-08-07,105.42,105.96,104.14,105.1,854300,105.1
